,Unnamed: 0,Country,Daily new confirmed cases of COVID-19,daily_vaccinations
509076,509076,Australia,4091,2769
509787,509787,Australia,3921,2769
510498,510498,Australia,3937,2769
511209,511209,Australia,4546,2769
511920,511920,Australia,5680,2769
512631,512631,Australia,8684,2769
513342,513342,Australia,8835,2769
514053,514053,Australia,9957,2769
514764,514764,Australia,9570,2769
515475,515475,Australia,10118,2769
516186,516186,Australia,11173,2769
516897,516897,Australia,18141,2769
517608,517608,Australia,21222,2769
518319,518319,Australia,32827,2769
519030,519030,Australia,35189,2769
519741,519741,Australia,32145,2769
520452,520452,Australia,37118,2769
521163,521163,Australia,47502,2769
521874,521874,Australia,64531,2769
522585,522585,Australia,72021,2769
523296,523296,Australia,77701,2769
524007,524007,Australia,89061,2769
524718,524718,Australia,73340,2769
525429,525429,Australia,51475,2769
526140,526140,Australia,68387,2769
526851,526851,Australia,83053,2769
527562,527562,Australia,69509,2769
528273,528273,Australia,65731,2769
528984,528984,Australia,61069,2769
529695,529695,Australia,55232,2769
530406,530406,Australia,44267,2769
531117,531117,Australia,35054,2769
531828,531828,Australia,47753,2769
532539,532539,Australia,44447,2769
533250,533250,Australia,41096,2769
533961,533961,Australia,34759,2769
534672,534672,Australia,32623,2769
535383,535383,Australia,23609,2769
536094,536094,Australia,25379,2769
536805,536805,Australia,75059,2769
537516,537516,Australia,34102,2769
538227,538227,Australia,35292,2769
538938,538938,Australia,29896,2769
539649,539649,Australia,270386,2769
540360,540360,Australia,30219,2769
541071,541071,Australia,35510,2769
541782,541782,Australia,36093,2769
542493,542493,Australia,32817,2769
543204,543204,Australia,28771,2769
543915,543915,Australia,25413,2769
544626,544626,Australia,20858,2769
545337,545337,Australia,19193,2769
546048,546048,Australia,24547,2769
546759,546759,Australia,27686,2769
547470,547470,Australia,25880,2769
548181,548181,Australia,24031,2769
548892,548892,Australia,19884,2769
549603,549603,Australia,21111,2769
550314,550314,Australia,35056,2769
551025,551025,Australia,21155,2769
551736,551736,Australia,25794,2769
552447,552447,Australia,24532,2769
553158,553158,Australia,22872,2769
553869,553869,Australia,19716,2769
554580,554580,Australia,14834,2769
555291,555291,Australia,13175,2769
556002,556002,Australia,21219,2769
556713,556713,Australia,23843,2769
557424,557424,Australia,25802,2769
558135,558135,Australia,18267,2769
558846,558846,Australia,20057,2769
559557,559557,Australia,16218,2769
560268,560268,Australia,15093,2769
560979,560979,Australia,21387,2769
561690,561690,Australia,25513,2769
562401,562401,Australia,29007,2769
563112,563112,Australia,25338,2769
563823,563823,Australia,23902,2769
564534,564534,Australia,19948,2769
565245,565245,Australia,20831,2769
565956,565956,Australia,28758,2769
566667,566667,Australia,30386,2769
567378,567378,Australia,38020,2769
568089,568089,Australia,29348,2769
568800,568800,Australia,29512,2769
569511,569511,Australia,26963,2769
570222,570222,Australia,21740,2769
570933,570933,Australia,258366,2769
571644,571644,Australia,57638,2769
572355,572355,Australia,52098,2769
573066,573066,Australia,48765,2769
573777,573777,Australia,47818,2769
574488,574488,Australia,40039,2769
575199,575199,Australia,37302,2769
575910,575910,Australia,51986,2769
576621,576621,Australia,61364,2769
577332,577332,Australia,63107,2769
578043,578043,Australia,60391,2769
578754,578754,Australia,53839,2769
579465,579465,Australia,46238,2769
580176,580176,Australia,45008,2769
580887,580887,Australia,59721,2769
581598,581598,Australia,71063,2769
582309,582309,Australia,59628,2769
583020,583020,Australia,62307,2769
583731,583731,Australia,55514,2769
584442,584442,Australia,48211,2769
585153,585153,Australia,36743,2769
585864,585864,Australia,66158,2769
586575,586575,Australia,61275,2769
587286,587286,Australia,63589,2769
587997,587997,Australia,59957,2769
588708,588708,Australia,56636,2769
589419,589419,Australia,41749,2769
590130,590130,Australia,39731,2769
590841,590841,Australia,46155,2769
591552,591552,Australia,54397,2769
592263,592263,Australia,54048,2769
592974,592974,Australia,50907,2769
593685,593685,Australia,43279,2769
594396,594396,Australia,29713,2769
595107,595107,Australia,41672,2769
595818,595818,Australia,30322,2769
596529,596529,Australia,51061,2769
597240,597240,Australia,54137,2769
597951,597951,Australia,50085,2769
598662,598662,Australia,37992,2769
599373,599373,Australia,27926,2769
600084,600084,Australia,44202,2769
600795,600795,Australia,33662,2769
601506,601506,Australia,43767,2769
602217,602217,Australia,47430,2769
602928,602928,Australia,43151,2769
603639,603639,Australia,31078,2769
604350,604350,Australia,42227,2769
605061,605061,Australia,27942,2769
605772,605772,Australia,218878,2769
606483,606483,Australia,45373,2769
607194,607194,Australia,54842,2769
607905,607905,Australia,42148,2769
609327,609327,Australia,79471,2769
610038,610038,Australia,35917,2769
610749,610749,Australia,46641,2769
611460,611460,Australia,57351,2769
612171,612171,Australia,58073,2769
612882,612882,Australia,440,2769
613593,613593,Australia,54558,2769
614304,614304,Australia,91715,2769
615015,615015,Australia,40243,2769
615726,615726,Australia,66665,2769
616437,616437,Australia,57079,2769
617148,617148,Australia,54416,2769
617859,617859,Australia,50205,2769
619281,619281,Australia,87626,2769
619992,619992,Australia,32267,2769
620703,620703,Australia,42433,2769
621414,621414,Australia,46012,2769
622125,622125,Australia,45735,2769
623547,623547,Australia,40055,2769
624258,624258,Australia,60972,2769
624969,624969,Australia,25086,2769
625680,625680,Australia,33748,2769
626391,626391,Australia,35182,2769
627102,627102,Australia,34983,2769
627813,627813,Australia,31964,2769
629235,629235,Australia,34385,2769
629946,629946,Australia,33195,2769
630657,630657,Australia,29270,2769
631368,631368,Australia,33948,2769
632079,632079,Australia,33282,2769
632790,632790,Australia,30078,2769
635634,635634,Australia,88374,2769
636345,636345,Australia,30424,2769
637056,637056,Australia,32821,2769
637767,637767,Australia,30361,2769
639189,639189,Australia,50110,2769
639900,639900,Australia,20730,2769
640611,640611,Australia,29295,2769
641322,641322,Australia,32673,2769
642033,642033,Australia,32186,2769
642744,642744,Australia,31366,2769
644166,644166,Australia,52739,2769
644877,644877,Australia,22057,2769
645588,645588,Australia,27472,2769
646299,646299,Australia,45242,2769
647010,647010,Australia,38260,2769
647721,647721,Australia,24619,2769
649143,649143,Australia,64231,2769
649854,649854,Australia,33844,2769
650565,650565,Australia,29417,2769
651276,651276,Australia,27088,2769
651987,651987,Australia,43118,2769
652698,652698,Australia,59304,2769
654120,654120,Australia,65849,2769
654831,654831,Australia,30869,2769
655542,655542,Australia,41417,2769
656253,656253,Australia,44363,2769
656964,656964,Australia,47376,2769
659097,659097,Australia,119476,2769
659808,659808,Australia,36914,2769
660519,660519,Australia,46150,2769
661230,661230,Australia,64969,2769
661941,661941,Australia,55590,2769
662652,662652,Australia,53161,2769
664074,664074,Australia,82576,2769
664785,664785,Australia,36650,2769
665496,665496,Australia,46257,2769
666207,666207,Australia,47793,2769
666918,666918,Australia,46769,2769
667629,667629,Australia,46634,2769
669051,669051,Australia,85830,2769
669762,669762,Australia,28054,2769
670473,670473,Australia,35409,2769
671184,671184,Australia,41050,2769
671895,671895,Australia,37393,2769
672606,672606,Australia,34597,2769
674028,674028,Australia,49237,2769
674739,674739,Australia,19666,2769
675450,675450,Australia,26765,2769
676161,676161,Australia,27153,2769
676872,676872,Australia,25394,2769
677583,677583,Australia,22958,2769
679005,679005,Australia,35741,2769
679716,679716,Australia,14555,2769
680427,680427,Australia,19739,2769
681138,681138,Australia,20539,2769
681849,681849,Australia,19981,2769
682560,682560,Australia,16958,2769
683982,683982,Australia,25078,2769
684693,684693,Australia,5686,2769
685404,685404,Australia,15367,2769
686115,686115,Australia,15462,2769
686826,686826,Australia,13976,2769
687537,687537,Australia,13350,2769
688959,688959,Australia,20548,2769
689670,689670,Australia,8733,2769
690381,690381,Australia,12039,2769
691092,691092,Australia,13210,2769
691803,691803,Australia,11734,2769
692514,692514,Australia,10610,2769
693936,693936,Australia,15768,2769
694647,694647,Australia,6442,2769
695358,695358,Australia,9266,2769
696069,696069,Australia,9979,2769
696780,696780,Australia,8922,2769
697491,697491,Australia,8396,2769
699624,699624,Australia,18472,2769
701046,701046,Australia,15298,2769
701757,701757,Australia,7911,2769
703179,703179,Australia,19137,2769
703890,703890,Australia,4593,2769
704601,704601,Australia,80,2769
705312,705312,Australia,6889,2769
706023,706023,Australia,6703,2769
710289,710289,Australia,74695,2769
720243,720243,Australia,35887,2769
722376,722376,Australia,30990,2769
727353,727353,Australia,31975,2769
732330,732330,Australia,37399,2769
739440,739440,Australia,130108,2769
749394,749394,Australia,185271,2769
755082,755082,Australia,109507,2769
760770,760770,Australia,110952,2769
769302,769302,Australia,109078,2769
784944,784944,Australia,191750,2769
789921,789921,Australia,30022,2769
794898,794898,Australia,22051,2769
799875,799875,Australia,18391,2769
804852,804852,Australia,16644,2769
809829,809829,Australia,36243,2769
877281,877281,Brazil,79,997
881166,881166,Brazil,476,997
882720,882720,Brazil,642,997
883497,883497,Brazil,345,997
884274,884274,Brazil,310,997
885051,885051,Brazil,232,997
885828,885828,Brazil,482,997
886605,886605,Brazil,502,997
887382,887382,Brazil,486,997
888159,888159,Brazil,353,997
888936,888936,Brazil,323,997
889713,889713,Brazil,1138,997
890490,890490,Brazil,1119,997
891267,891267,Brazil,1074,997
892044,892044,Brazil,1146,997
892821,892821,Brazil,1222,997
893598,893598,Brazil,852,997
894375,894375,Brazil,926,997
895152,895152,Brazil,1661,997
895929,895929,Brazil,2210,997
896706,896706,Brazil,1930,997
897483,897483,Brazil,1781,997
898260,898260,Brazil,1089,997
899037,899037,Brazil,1442,997
899814,899814,Brazil,1261,997
900591,900591,Brazil,1832,997
901368,901368,Brazil,3058,997
902145,902145,Brazil,2105,997
902922,902922,Brazil,3257,997
903699,903699,Brazil,2917,997
904476,904476,Brazil,2055,997
905253,905253,Brazil,1927,997
906030,906030,Brazil,2498,997
906807,906807,Brazil,2678,997
907584,907584,Brazil,3735,997
908361,908361,Brazil,3503,997
909138,909138,Brazil,5514,997
909915,909915,Brazil,3379,997
910692,910692,Brazil,4613,997
911469,911469,Brazil,5385,997
912246,912246,Brazil,6276,997
913023,913023,Brazil,7218,997
913800,913800,Brazil,6209,997
914577,914577,Brazil,4970,997
915354,915354,Brazil,4588,997
916131,916131,Brazil,6633,997
916908,916908,Brazil,6935,997
917685,917685,Brazil,10503,997
918462,918462,Brazil,9888,997
919239,919239,Brazil,10222,997
920016,920016,Brazil,10611,997
920793,920793,Brazil,6760,997
921570,921570,Brazil,5632,997
922347,922347,Brazil,9258,997
923124,923124,Brazil,11385,997
923901,923901,Brazil,13944,997
924678,924678,Brazil,15305,997
925455,925455,Brazil,14919,997
926232,926232,Brazil,7938,997
927009,927009,Brazil,13140,997
927786,927786,Brazil,17408,997
928563,928563,Brazil,19951,997
929340,929340,Brazil,18508,997
930117,930117,Brazil,20803,997
930894,930894,Brazil,16508,997
931671,931671,Brazil,15813,997
932448,932448,Brazil,11687,997
933225,933225,Brazil,16324,997
934002,934002,Brazil,20599,997
934779,934779,Brazil,26417,997
935556,935556,Brazil,26928,997
936333,936333,Brazil,33274,997
937110,937110,Brazil,16409,997
937887,937887,Brazil,11598,997
938664,938664,Brazil,28936,997
939441,939441,Brazil,28633,997
940218,940218,Brazil,30925,997
940995,940995,Brazil,30830,997
941772,941772,Brazil,27075,997
942549,942549,Brazil,18912,997
943326,943326,Brazil,15654,997
944103,944103,Brazil,32091,997
944880,944880,Brazil,32913,997
945657,945657,Brazil,30412,997
946434,946434,Brazil,25982,997
947211,947211,Brazil,21704,997
947988,947988,Brazil,17110,997
948765,948765,Brazil,20647,997
949542,949542,Brazil,34918,997
950319,950319,Brazil,32188,997
951096,951096,Brazil,22765,997
951873,951873,Brazil,54771,997
952650,952650,Brazil,34666,997
953427,953427,Brazil,17459,997
954204,954204,Brazil,21432,997
954981,954981,Brazil,39436,997
955758,955758,Brazil,42725,997
956535,956535,Brazil,39483,997
957312,957312,Brazil,46860,997
958089,958089,Brazil,38693,997
958866,958866,Brazil,30476,997
959643,959643,Brazil,24052,997
960420,960420,Brazil,33846,997
961197,961197,Brazil,46712,997
961974,961974,Brazil,48105,997
962751,962751,Brazil,42223,997
963528,963528,Brazil,37923,997
964305,964305,Brazil,26051,997
965082,965082,Brazil,20229,997
965859,965859,Brazil,45305,997
966636,966636,Brazil,44571,997
967413,967413,Brazil,42619,997
968190,968190,Brazil,45048,997
968967,968967,Brazil,39023,997
969744,969744,Brazil,24831,997
970521,970521,Brazil,20286,997
971298,971298,Brazil,41857,997
972075,972075,Brazil,39924,997
972852,972852,Brazil,45403,997
973629,973629,Brazil,34177,997
974406,974406,Brazil,28532,997
975183,975183,Brazil,23529,997
975960,975960,Brazil,20257,997
976737,976737,Brazil,41008,997
977514,977514,Brazil,67860,997
978291,978291,Brazil,59961,997
979068,979068,Brazil,55891,997
979845,979845,Brazil,51147,997
980622,980622,Brazil,24578,997
981399,981399,Brazil,23284,997
982176,982176,Brazil,40816,997
982953,982953,Brazil,69074,997
983730,983730,Brazil,57837,997
984507,984507,Brazil,52383,997
985284,985284,Brazil,45392,997
986061,986061,Brazil,25800,997
986838,986838,Brazil,16641,997
987615,987615,Brazil,51603,997
988392,988392,Brazil,57152,997
989169,989169,Brazil,53139,997
989946,989946,Brazil,50230,997
990723,990723,Brazil,49970,997
991500,991500,Brazil,23010,997
992277,992277,Brazil,22048,997
993054,993054,Brazil,52160,997
993831,993831,Brazil,55155,997
994608,994608,Brazil,60091,997
995385,995385,Brazil,50644,997
996162,996162,Brazil,41576,997
996939,996939,Brazil,23101,997
997716,997716,Brazil,19373,997
998493,998493,Brazil,47784,997
999270,999270,Brazil,49298,997
1000047,1000047,Brazil,45323,997
1000824,1000824,Brazil,30355,997
1001601,1001601,Brazil,50032,997
1002378,1002378,Brazil,23421,997
1003155,1003155,Brazil,17078,997
1003932,1003932,Brazil,47134,997
1004709,1004709,Brazil,47161,997
1005486,1005486,Brazil,44235,997
1006263,1006263,Brazil,43412,997
1007040,1007040,Brazil,41350,997
1007817,1007817,Brazil,16158,997
1008594,1008594,Brazil,45961,997
1009371,1009371,Brazil,42659,997
1010148,1010148,Brazil,46934,997
1010925,1010925,Brazil,43773,997
1011702,1011702,Brazil,51194,997
1012479,1012479,Brazil,30168,997
1013256,1013256,Brazil,14521,997
1014033,1014033,Brazil,10273,997
1014810,1014810,Brazil,14279,997
1015587,1015587,Brazil,35816,997
1016364,1016364,Brazil,40557,997
1017141,1017141,Brazil,43718,997
1017918,1017918,Brazil,33523,997
1018695,1018695,Brazil,14768,997
1019472,1019472,Brazil,15155,997
1020249,1020249,Brazil,36653,997
1021026,1021026,Brazil,36820,997
1021803,1021803,Brazil,36303,997
1022580,1022580,Brazil,39797,997
1023357,1023357,Brazil,33057,997
1024134,1024134,Brazil,16389,997
1024911,1024911,Brazil,13439,997
1025688,1025688,Brazil,33536,997
1026465,1026465,Brazil,33281,997
1028019,1028019,Brazil,31911,997
1028796,1028796,Brazil,28378,997
1029573,1029573,Brazil,14318,997
1030350,1030350,Brazil,13155,997
1031127,1031127,Brazil,32058,997
1031904,1031904,Brazil,33413,997
1032681,1032681,Brazil,36157,997
1033458,1033458,Brazil,33431,997
1034235,1034235,Brazil,26310,997
1035012,1035012,Brazil,8456,997
1035789,1035789,Brazil,11946,997
1036566,1036566,Brazil,41906,997
1037343,1037343,Brazil,31553,997
1038120,1038120,Brazil,27750,997
1038897,1038897,Brazil,27444,997
1039674,1039674,Brazil,26749,997
1040451,1040451,Brazil,12342,997
1041228,1041228,Brazil,8429,997
1042005,1042005,Brazil,10220,997
1042782,1042782,Brazil,27235,997
1043559,1043559,Brazil,28523,997
1044336,1044336,Brazil,30914,997
1045113,1045113,Brazil,24062,997
1045890,1045890,Brazil,10982,997
1046667,1046667,Brazil,15383,997
1047444,1047444,Brazil,23227,997
1048221,1048221,Brazil,24818,997
1048998,1048998,Brazil,24858,997
1049775,1049775,Brazil,30026,997
1050552,1050552,Brazil,26979,997
1051329,1051329,Brazil,13493,997
1052106,1052106,Brazil,15726,997
1052883,1052883,Brazil,29787,997
1053660,1053660,Brazil,28629,997
1054437,1054437,Brazil,26106,997
1055214,1055214,Brazil,22282,997
1055991,1055991,Brazil,18947,997
1056768,1056768,Brazil,10100,997
1057545,1057545,Brazil,8501,997
1058322,1058322,Brazil,11843,997
1059099,1059099,Brazil,23976,997
1059876,1059876,Brazil,22294,997
1060653,1060653,Brazil,18862,997
1061430,1061430,Brazil,22380,997
1062207,1062207,Brazil,10554,997
1062984,1062984,Brazil,10917,997
1063761,1063761,Brazil,25012,997
1064538,1064538,Brazil,48331,997
1065315,1065315,Brazil,33207,997
1066092,1066092,Brazil,29070,997
1066869,1066869,Brazil,38307,997
1067646,1067646,Brazil,14134,997
1068423,1068423,Brazil,13371,997
1069200,1069200,Brazil,35294,997
1069977,1069977,Brazil,34091,997
1070754,1070754,Brazil,35918,997
1071531,1071531,Brazil,38397,997
1072308,1072308,Brazil,32622,997
1073085,1073085,Brazil,18615,997
1073862,1073862,Brazil,16207,997
1074639,1074639,Brazil,31100,997
1075416,1075416,Brazil,47898,997
1076193,1076193,Brazil,37614,997
1076970,1076970,Brazil,34130,997
1077747,1077747,Brazil,51922,997
1078524,1078524,Brazil,24468,997
1079301,1079301,Brazil,21138,997
1080078,1080078,Brazil,50909,997
1080855,1080855,Brazil,49863,997
1081632,1081632,Brazil,50434,997
1082409,1082409,Brazil,46884,997
1083186,1083186,Brazil,43209,997
1083963,1083963,Brazil,26363,997
1084740,1084740,Brazil,20371,997
1085517,1085517,Brazil,51088,997
1086294,1086294,Brazil,53453,997
1087071,1087071,Brazil,53347,997
1087848,1087848,Brazil,54428,997
1088625,1088625,Brazil,43900,997
1089402,1089402,Brazil,21825,997
1090179,1090179,Brazil,25193,997
1090956,1090956,Brazil,42889,997
1091733,1091733,Brazil,70574,997
1092510,1092510,Brazil,69826,997
1093287,1093287,Brazil,52544,997
1094064,1094064,Brazil,50177,997
1094841,1094841,Brazil,25445,997
1095618,1095618,Brazil,25019,997
1096395,1096395,Brazil,55202,997
1097172,1097172,Brazil,46696,997
1097949,1097949,Brazil,60076,997
1098726,1098726,Brazil,22967,997
1099503,1099503,Brazil,17246,997
1100280,1100280,Brazil,18479,997
1101834,1101834,Brazil,58718,997
1102611,1102611,Brazil,55649,997
1103388,1103388,Brazil,56773,997
1104165,1104165,Brazil,24605,997
1104942,1104942,Brazil,15827,997
1105719,1105719,Brazil,17341,997
1106496,1106496,Brazil,20006,997
1107273,1107273,Brazil,56648,997
1108050,1108050,Brazil,63430,997
1108827,1108827,Brazil,87843,997
1109604,1109604,Brazil,52035,997
1110381,1110381,Brazil,62290,997
1111158,1111158,Brazil,29792,997
1111935,1111935,Brazil,25822,997
1112712,1112712,Brazil,64025,997
1113489,1113489,Brazil,60899,997
1114266,1114266,Brazil,67758,997
1115043,1115043,Brazil,69198,997
1115820,1115820,Brazil,61567,997
1116597,1116597,Brazil,33040,997
1117374,1117374,Brazil,23671,997
1118151,1118151,Brazil,62094,997
1118928,1118928,Brazil,64385,997
1119705,1119705,Brazil,59119,997
1120482,1120482,Brazil,56552,997
1121259,1121259,Brazil,62334,997
1122036,1122036,Brazil,28323,997
1122813,1122813,Brazil,26816,997
1123590,1123590,Brazil,61963,997
1124367,1124367,Brazil,63520,997
1125144,1125144,Brazil,61811,997
1125921,1125921,Brazil,59826,997
1126698,1126698,Brazil,58462,997
1127475,1127475,Brazil,27756,997
1128252,1128252,Brazil,24591,997
1129029,1129029,Brazil,54096,997
1129806,1129806,Brazil,56002,997
1130583,1130583,Brazil,56873,997
1131360,1131360,Brazil,50872,997
1132137,1132137,Brazil,50630,997
1132914,1132914,Brazil,26845,997
1133691,1133691,Brazil,23439,997
1134468,1134468,Brazil,51486,997
1135245,1135245,Brazil,59602,997
1136022,1136022,Brazil,54742,997
1136799,1136799,Brazil,51546,997
1137576,1137576,Brazil,44299,997
1138353,1138353,Brazil,24759,997
1139130,1139130,Brazil,32197,997
1139907,1139907,Brazil,55271,997
1140684,1140684,Brazil,56766,997
1141461,1141461,Brazil,51879,997
1142238,1142238,Brazil,51050,997
1143015,1143015,Brazil,57472,997
1143792,1143792,Brazil,29026,997
1144569,1144569,Brazil,26986,997
1145346,1145346,Brazil,62715,997
1146123,1146123,Brazil,66588,997
1146900,1146900,Brazil,65998,997
1147677,1147677,Brazil,65169,997
1148454,1148454,Brazil,61602,997
1149231,1149231,Brazil,34027,997
1150008,1150008,Brazil,35742,997
1150785,1150785,Brazil,59925,997
1151562,1151562,Brazil,71704,997
1152339,1152339,Brazil,75102,997
1153116,1153116,Brazil,75495,997
1153893,1153893,Brazil,69609,997
1154670,1154670,Brazil,80508,997
1155447,1155447,Brazil,32321,997
1156224,1156224,Brazil,70764,997
1157001,1157001,Brazil,79876,997
1157778,1157778,Brazil,75412,997
1158555,1158555,Brazil,85663,997
1159332,1159332,Brazil,76178,997
1160109,1160109,Brazil,43812,997
1160886,1160886,Brazil,36239,997
1161663,1161663,Brazil,83926,997
1162440,1162440,Brazil,90303,997
1163217,1163217,Brazil,86982,997
1163994,1163994,Brazil,90570,997
1164771,1164771,Brazil,79069,997
1165548,1165548,Brazil,47774,997
1166325,1166325,Brazil,49293,997
1167102,1167102,Brazil,82493,997
1167879,1167879,Brazil,89992,997
1168656,1168656,Brazil,100158,997
1169433,1169433,Brazil,84245,997
1170210,1170210,Brazil,85948,997
1170987,1170987,Brazil,44326,997
1171764,1171764,Brazil,38927,997
1172541,1172541,Brazil,84494,997
1173318,1173318,Brazil,90638,997
1174095,1174095,Brazil,91097,997
1174872,1174872,Brazil,70238,997
1175649,1175649,Brazil,43515,997
1176426,1176426,Brazil,31359,997
1177203,1177203,Brazil,28645,997
1177980,1177980,Brazil,86979,997
1178757,1178757,Brazil,92625,997
1179534,1179534,Brazil,86652,997
1180311,1180311,Brazil,93317,997
1181088,1181088,Brazil,71832,997
1181865,1181865,Brazil,37017,997
1182642,1182642,Brazil,35785,997
1183419,1183419,Brazil,82186,997
1184196,1184196,Brazil,73513,997
1184973,1184973,Brazil,73174,997
1185750,1185750,Brazil,85774,997
1186527,1186527,Brazil,67636,997
1187304,1187304,Brazil,42980,997
1188081,1188081,Brazil,30624,997
1188858,1188858,Brazil,69381,997
1189635,1189635,Brazil,79719,997
1190412,1190412,Brazil,45178,997
1191189,1191189,Brazil,69105,997
1191966,1191966,Brazil,71137,997
1192743,1192743,Brazil,32572,997
1193520,1193520,Brazil,28636,997
1194297,1194297,Brazil,72140,997
1195074,1195074,Brazil,79726,997
1195851,1195851,Brazil,69389,997
1196628,1196628,Brazil,68333,997
1197405,1197405,Brazil,66964,997
1198182,1198182,Brazil,28935,997
1199736,1199736,Brazil,77359,997
1200513,1200513,Brazil,73295,997
1201290,1201290,Brazil,73380,997
1202067,1202067,Brazil,78886,997
1203621,1203621,Brazil,38911,997
1204398,1204398,Brazil,25200,997
1205175,1205175,Brazil,72715,997
1205952,1205952,Brazil,76692,997
1206729,1206729,Brazil,74592,997
1207506,1207506,Brazil,85536,997
1208283,1208283,Brazil,67009,997
1209060,1209060,Brazil,40941,997
1209837,1209837,Brazil,29916,997
1210614,1210614,Brazil,75445,997
1211391,1211391,Brazil,79219,997
1212168,1212168,Brazil,82039,997
1212945,1212945,Brazil,76855,997
1213722,1213722,Brazil,76490,997
1214499,1214499,Brazil,35819,997
1215276,1215276,Brazil,37498,997
1216053,1216053,Brazil,73453,997
1216830,1216830,Brazil,80486,997
1217607,1217607,Brazil,67467,997
1218384,1218384,Brazil,49768,997
1219161,1219161,Brazil,79670,997
1219938,1219938,Brazil,43520,997
1220715,1220715,Brazil,30434,997
1221492,1221492,Brazil,78926,997
1222269,1222269,Brazil,95601,997
1223046,1223046,Brazil,83391,997
1223823,1223823,Brazil,37936,997
1224600,1224600,Brazil,66017,997
1225377,1225377,Brazil,39637,997
1226154,1226154,Brazil,37156,997
1226931,1226931,Brazil,52911,997
1227708,1227708,Brazil,85748,997
1228485,1228485,Brazil,88092,997
1229262,1229262,Brazil,85149,997
1230039,1230039,Brazil,78700,997
1230816,1230816,Brazil,37948,997
1231593,1231593,Brazil,39846,997
1232370,1232370,Brazil,80609,997
1233147,1233147,Brazil,95367,997
1233924,1233924,Brazil,74042,997
1234701,1234701,Brazil,98832,997
1235478,1235478,Brazil,82288,997
1236255,1236255,Brazil,44178,997
1237032,1237032,Brazil,38903,997
1237809,1237809,Brazil,87822,997
1238586,1238586,Brazil,115228,997
1239363,1239363,Brazil,73602,997
1240140,1240140,Brazil,79277,997
1240917,1240917,Brazil,64134,997
1241694,1241694,Brazil,33704,997
1242471,1242471,Brazil,27804,997
1243248,1243248,Brazil,64903,997
1244025,1244025,Brazil,43836,997
1244802,1244802,Brazil,65163,997
1245579,1245579,Brazil,65165,997
1246356,1246356,Brazil,54556,997
1247133,1247133,Brazil,27783,997
1247910,1247910,Brazil,22703,997
1248687,1248687,Brazil,62504,997
1249464,1249464,Brazil,54022,997
1250241,1250241,Brazil,53725,997
1251018,1251018,Brazil,57737,997
1251795,1251795,Brazil,48504,997
1252572,1252572,Brazil,20937,997
1253349,1253349,Brazil,17031,997
1254126,1254126,Brazil,45022,997
1254903,1254903,Brazil,57736,997
1255680,1255680,Brazil,52789,997
1256457,1256457,Brazil,45591,997
1257234,1257234,Brazil,34339,997
1258011,1258011,Brazil,34126,997
1258788,1258788,Brazil,15271,997
1259565,1259565,Brazil,27592,997
1260342,1260342,Brazil,54517,997
1261119,1261119,Brazil,49757,997
1261896,1261896,Brazil,108732,997
1262673,1262673,Brazil,38091,997
1263450,1263450,Brazil,18129,997
1264227,1264227,Brazil,18999,997
1265004,1265004,Brazil,41411,997
1265781,1265781,Brazil,48013,997
1266558,1266558,Brazil,42283,997
1267335,1267335,Brazil,40904,997
1268112,1268112,Brazil,37582,997
1268889,1268889,Brazil,20503,997
1269666,1269666,Brazil,15143,997
1270443,1270443,Brazil,32316,997
1271220,1271220,Brazil,40716,997
1271997,1271997,Brazil,40054,997
1272774,1272774,Brazil,42159,997
1273551,1273551,Brazil,43033,997
1274328,1274328,Brazil,13893,997
1275105,1275105,Brazil,12085,997
1275882,1275882,Brazil,34885,997
1276659,1276659,Brazil,32443,997
1277436,1277436,Brazil,39982,997
1278213,1278213,Brazil,33933,997
1278990,1278990,Brazil,31142,997
1279767,1279767,Brazil,13957,997
1280544,1280544,Brazil,14471,997
1281321,1281321,Brazil,37613,997
1282098,1282098,Brazil,41714,997
1282875,1282875,Brazil,36315,997
1283652,1283652,Brazil,33887,997
1284429,1284429,Brazil,28388,997
1285206,1285206,Brazil,14404,997
1285983,1285983,Brazil,13103,997
1286760,1286760,Brazil,30872,997
1287537,1287537,Brazil,30671,997
1288314,1288314,Brazil,31024,997
1289091,1289091,Brazil,27345,997
1289868,1289868,Brazil,24699,997
1291422,1291422,Brazil,10466,997
1292199,1292199,Brazil,24589,997
1293753,1293753,Brazil,26280,997
1294530,1294530,Brazil,25565,997
1295307,1295307,Brazil,21804,997
1296084,1296084,Brazil,12915,997
1296861,1296861,Brazil,9154,997
1297638,1297638,Brazil,13645,997
1298415,1298415,Brazil,14430,997
1299192,1299192,Brazil,30891,997
1299969,1299969,Brazil,15951,997
1300746,1300746,Brazil,14314,997
1301523,1301523,Brazil,10615,997
1302300,1302300,Brazil,6645,997
1303077,1303077,Brazil,13406,997
1303854,1303854,Brazil,14780,997
1304631,1304631,Brazil,34407,997
1305408,1305408,Brazil,11202,997
1306185,1306185,Brazil,150106,997
1306962,1306962,Brazil,9458,997
1307739,1307739,Brazil,7884,997
1308516,1308516,Brazil,,997
1309293,1309293,Brazil,36473,997
1310070,1310070,Brazil,24611,997
1310847,1310847,Brazil,19438,997
1311624,1311624,Brazil,15688,997
1312401,1312401,Brazil,8668,997
1313178,1313178,Brazil,14423,997
1313955,1313955,Brazil,15395,997
1314732,1314732,Brazil,17756,997
