,Unnamed: 0.1,Unnamed: 0,Country,Daily new confirmed cases of COVID-19,daily_vaccinations
3248,4541449,4541449,Germany,574.0,18073
3249,4546237,4546237,Germany,471.0,18073
3250,4547833,4547833,Germany,294.0,18073
3251,4548631,4548631,Germany,144.0,18073
3252,4551025,4551025,Germany,451.0,18073
3253,4555813,4555813,Germany,469.0,18073
3254,4556611,4556611,Germany,542.0,18073
3255,4557409,4557409,Germany,559.0,18073
3256,4559005,4559005,Germany,442.0,18073
3257,4560601,4560601,Germany,456.0,18073
3258,4569379,4569379,Germany,914.0,18073
3259,4570975,4570975,Germany,305.0,18073
3260,4574965,4574965,Germany,1005.0,18073
3261,4577359,4577359,Germany,1105.0,18073
3262,4578157,4578157,Germany,1192.0,18073
3263,4578955,4578955,Germany,1541.0,18073
3264,4580551,4580551,Germany,1372.0,18073
3265,4582147,4582147,Germany,492.0,18073
3266,4584541,4584541,Germany,1754.0,18073
3267,4585339,4585339,Germany,1620.0,18073
3268,4586137,4586137,Germany,1658.0,18073
3269,4587733,4587733,Germany,564.0,18073
3271,4590127,4590127,Germany,1619.0,18073
3414,4715413,4715413,Germany,9952.0,18073
3310,4631623,4631623,Germany,5669.0,18073
3416,4717009,4717009,Germany,5863.0,18073
3595,4899751,4899751,Germany,7038.0,18073
3974,5209375,5209375,Germany,143528.0,18073
3975,5210173,5210173,Germany,124408.0,18073
3976,5210971,5210971,Germany,106241.0,18073
3977,5211769,5211769,Germany,91006.0,18073
3978,5213365,5213365,Germany,13185.0,18073
3979,5214163,5214163,Germany,126712.0,18073
3980,5214961,5214961,Germany,128321.0,18073
3981,5215759,5215759,Germany,106339.0,18073
3982,5216557,5216557,Germany,84615.0,18073
3983,5217355,5217355,Germany,70257.0,18073
3972,5207779,5207779,Germany,16984.0,18073
3984,5218153,5218153,Germany,16992.0,18073
3986,5219749,5219749,Germany,92420.0,18073
3987,5220547,5220547,Germany,91289.0,18073
3988,5221345,5221345,Germany,69853.0,18073
3989,5222143,5222143,Germany,56183.0,18073
3990,5222941,5222941,Germany,45821.0,18073
3991,5223739,5223739,Germany,10608.0,18073
3992,5225335,5225335,Germany,41671.0,18073
3993,5226133,5226133,Germany,37995.0,18073
3994,5226931,5226931,Germany,64293.0,18073
3995,5227729,5227729,Germany,48835.0,18073
3996,5228527,5228527,Germany,37625.0,18073
3985,5218951,5218951,Germany,10579.0,18073
3971,5206981,5206981,Germany,26637.0,18073
3970,5206183,5206183,Germany,115542.0,18073
3969,5205385,5205385,Germany,142816.0,18073
4070,5292367,5292367,Germany,15023.0,18073
4069,5291569,5291569,Germany,1293.0,18073
4068,5290771,5290771,Germany,2039.0,18073
4067,5289973,5289973,Germany,8707.0,18073
4066,5289175,5289175,Germany,9741.0,18073
4065,5288377,5288377,Germany,11247.0,18073
4064,5287579,5287579,Germany,14417.0,18073
4063,5286781,5286781,Germany,15399.0,18073
4062,5285983,5285983,Germany,1314.0,18073
4061,5283589,5283589,Germany,11825.0,18073
4060,5282791,5282791,Germany,16353.0,18073
4059,5281993,5281993,Germany,21855.0,18073
4058,5281195,5281195,Germany,25692.0,18073
4057,5280397,5280397,Germany,1705.0,18073
4056,5279599,5279599,Germany,3054.0,18073
4055,5278801,5278801,Germany,12544.0,18073
4054,5278003,5278003,Germany,19986.0,18073
3960,5198203,5198203,Germany,100169.0,18073
3961,5199001,5199001,Germany,92431.0,18073
3962,5199799,5199799,Germany,78481.0,18073
3963,5200597,5200597,Germany,74172.0,18073
3964,5201395,5201395,Germany,20899.0,18073
3965,5202193,5202193,Germany,11467.0,18073
3966,5202991,5202991,Germany,14548.0,18073
3967,5203789,5203789,Germany,127240.0,18073
3997,5229325,5229325,Germany,8383.0,18073
4071,5293165,5293165,Germany,16554.0,18073
3998,5230123,5230123,Germany,4733.0,18073
4000,5231719,5231719,Germany,45693.0,18073
4030,5257255,5257255,Germany,8424.0,18073
4031,5258851,5258851,Germany,46046.0,18073
4032,5259649,5259649,Germany,48774.0,18073
4033,5260447,5260447,Germany,44947.0,18073
4034,5261245,5261245,Germany,37868.0,18073
4035,5262043,5262043,Germany,32273.0,18073
4036,5262841,5262841,Germany,8210.0,18073
4037,5263639,5263639,Germany,4750.0,18073
4038,5264437,5264437,Germany,48267.0,18073
4040,5266033,5266033,Germany,45049.0,18073
4041,5266831,5266831,Germany,40111.0,18073
4029,5256457,5256457,Germany,30272.0,18073
4042,5267629,5267629,Germany,34640.0,18073
4044,5269225,5269225,Germany,4345.0,18073
3415,4716211,4716211,Germany,4210.0,18073
4045,5270023,5270023,Germany,4691.0,18073
4046,5270821,5270821,Germany,46734.0,18073
4047,5271619,5271619,Germany,39823.0,18073
4048,5272417,5272417,Germany,29954.0,18073
4049,5273215,5273215,Germany,22983.0,18073
4050,5274013,5274013,Germany,4850.0,18073
4051,5275609,5275609,Germany,35025.0,18073
4052,5276407,5276407,Germany,33302.0,18073
4053,5277205,5277205,Germany,24714.0,18073
4043,5268427,5268427,Germany,7870.0,18073
4028,5255659,5255659,Germany,33264.0,18073
4027,5254861,5254861,Germany,37799.0,18073
4026,5254063,5254063,Germany,45775.0,18073
4001,5233315,5233315,Germany,31044.0,18073
4002,5234113,5234113,Germany,27289.0,18073
4003,5234911,5234911,Germany,6135.0,18073
4004,5235709,5235709,Germany,4411.0,18073
4005,5236507,5236507,Germany,38962.0,18073
4006,5237305,5237305,Germany,37975.0,18073
4007,5238103,5238103,Germany,30399.0,18073
4008,5238901,5238901,Germany,26955.0,18073
4009,5239699,5239699,Germany,25781.0,18073
4010,5240497,5240497,Germany,6060.0,18073
4011,5241295,5241295,Germany,3538.0,18073
4012,5242093,5242093,Germany,36518.0,18073
4013,5242891,5242891,Germany,37951.0,18073
4014,5243689,5243689,Germany,31822.0,18073
4015,5244487,5244487,Germany,27973.0,18073
4016,5245285,5245285,Germany,26191.0,18073
4017,5246881,5246881,Germany,3684.0,18073
4018,5247679,5247679,Germany,39441.0,18073
4019,5248477,5248477,Germany,42530.0,18073
4020,5249275,5249275,Germany,34824.0,18073
4021,5250073,5250073,Germany,29731.0,18073
4022,5250871,5250871,Germany,27656.0,18073
4023,5251669,5251669,Germany,6596.0,18073
4024,5252467,5252467,Germany,3966.0,18073
4025,5253265,5253265,Germany,39604.0,18073
3999,5230921,5230921,Germany,50503.0,18073
4072,5293963,5293963,Germany,13901.0,18073
3968,5204587,5204587,Germany,150404.0,18073
4074,5295559,5295559,Germany,11118.0,18073
3446,4741747,4741747,Germany,10136.0,18073
3447,4742545,4742545,Germany,9655.0,18073
3448,4743343,4743343,Germany,8295.0,18073
3449,4744141,4744141,Germany,3362.0,18073
3450,4744939,4744939,Germany,4848.0,18073
3451,4745737,4745737,Germany,11518.0,18073
3452,4746535,4746535,Germany,13998.0,18073
3453,4747333,4747333,Germany,13161.0,18073
3454,4748131,4748131,Germany,12558.0,18073
3455,4748929,4748929,Germany,10470.0,18073
3456,4749727,4749727,Germany,4835.0,18073
3457,4750525,4750525,Germany,6848.0,18073
3458,4751323,4751323,Germany,15786.0,18073
3459,4752121,4752121,Germany,18361.0,18073
3460,4752919,4752919,Germany,16734.0,18073
3461,4754515,4754515,Germany,13220.0,18073
3462,4756111,4756111,Germany,8904.0,18073
3463,4756909,4756909,Germany,19449.0,18073
3464,4757707,4757707,Germany,22641.0,18073
3465,4758505,4758505,Germany,21911.0,18073
3466,4759303,4759303,Germany,20036.0,18073
3467,4760101,4760101,Germany,15776.0,18073
3468,4760899,4760899,Germany,7589.0,18073
3469,4761697,4761697,Germany,10999.0,18073
3470,4762495,4762495,Germany,20390.0,18073
4073,5294761,5294761,Germany,12774.0,18073
3471,4763293,4763293,Germany,23988.0,18073
3444,4740151,4740151,Germany,10965.0,18073
3442,4738555,4738555,Germany,3449.0,18073
3417,4717807,4717807,Germany,12305.0,18073
3418,4719403,4719403,Germany,11511.0,18073
3419,4720201,4720201,Germany,10021.0,18073
3420,4720999,4720999,Germany,8380.0,18073
3421,4721797,4721797,Germany,3094.0,18073
3422,4722595,4722595,Germany,4198.0,18073
3423,4723393,4723393,Germany,9094.0,18073
3424,4724191,4724191,Germany,10279.0,18073
3425,4724989,4724989,Germany,9372.0,18073
3426,4725787,4725787,Germany,8538.0,18073
3427,4726585,4726585,Germany,5585.0,18073
3428,4727383,4727383,Germany,3762.0,18073
3429,4728181,4728181,Germany,4386.0,18073
3430,4728979,4728979,Germany,9234.0,18073
3431,4729777,4729777,Germany,9994.0,18073
3432,4730575,4730575,Germany,9209.0,18073
3433,4731373,4731373,Germany,8715.0,18073
3434,4732171,4732171,Germany,7771.0,18073
3435,4732969,4732969,Germany,3021.0,18073
3436,4733767,4733767,Germany,4404.0,18073
3437,4734565,4734565,Germany,10167.0,18073
3438,4735363,4735363,Germany,11305.0,18073
3439,4736161,4736161,Germany,9895.0,18073
3440,4736959,4736959,Germany,9468.0,18073
3441,4737757,4737757,Germany,7661.0,18073
3443,4739353,4739353,Germany,4688.0,18073
3472,4764091,4764091,Germany,21417.0,18073
3445,4740949,4740949,Germany,11314.0,18073
3474,4765687,4765687,Germany,10599.0,18073
4098,5318701,5318701,Germany,3776.0,18073
4097,5317903,5317903,Germany,18614.0,18073
4096,5317105,5317105,Germany,21710.0,18073
4095,5316307,5316307,Germany,22818.0,18073
4094,5315509,5315509,Germany,22937.0,18073
4093,5314711,5314711,Germany,18474.0,18073
4092,5313913,5313913,Germany,1933.0,18073
4091,5312317,5312317,Germany,14105.0,18073
4090,5311519,5311519,Germany,16535.0,18073
4088,5309923,5309923,Germany,21433.0,18073
4087,5309125,5309125,Germany,21033.0,18073
4099,5319499,5319499,Germany,1742.0,18073
4086,5307529,5307529,Germany,2599.0,18073
4084,5305135,5305135,Germany,16154.0,18073
4083,5304337,5304337,Germany,19662.0,18073
4082,5303539,5303539,Germany,18781.0,18073
4081,5302741,5302741,Germany,1496.0,18073
4080,5301145,5301145,Germany,12272.0,18073
4079,5299549,5299549,Germany,15942.0,18073
4078,5298751,5298751,Germany,20314.0,18073
4077,5297953,5297953,Germany,18251.0,18073
4076,5297155,5297155,Germany,1604.0,18073
4075,5296357,5296357,Germany,2284.0,18073
3473,4764889,4764889,Germany,15481.0,18073
4085,5305933,5305933,Germany,13819.0,18073
4100,5320297,5320297,Germany,19249.0,18073
4089,5310721,5310721,Germany,18747.0,18073
3476,4767283,4767283,Germany,7022.0,18073
3475,4766485,4766485,Germany,7145.0,18073
3501,4788829,4788829,Germany,6650.0,18073
3477,4768081,4768081,Germany,11497.0,18073
3478,4768879,4768879,Germany,23724.0,18073
3479,4769677,4769677,Germany,25750.0,18073
3480,4770475,4770475,Germany,23290.0,18073
3481,4771273,4771273,Germany,18052.0,18073
3482,4772869,4772869,Germany,12119.0,18073
3484,4774465,4774465,Germany,28550.0,18073
3485,4775263,4775263,Germany,25059.0,18073
3486,4776061,4776061,Germany,23080.0,18073
3487,4776859,4776859,Germany,17686.0,18073
3488,4777657,4777657,Germany,8804.0,18073
3483,4773667,4773667,Germany,26716.0,18073
3499,4787233,4787233,Germany,19154.0,18073
3500,4788031,4788031,Germany,15046.0,18073
3489,4778455,4778455,Germany,12297.0,18073
3498,4786435,4786435,Germany,21404.0,18073
3497,4785637,4785637,Germany,25002.0,18073
3495,4783243,4783243,Germany,8663.0,18073
3496,4784041,4784041,Germany,12186.0,18073
3493,4781647,4781647,Germany,22962.0,18073
3492,4780849,4780849,Germany,25431.0,18073
3491,4780051,4780051,Germany,29365.0,18073
3490,4779253,4779253,Germany,27963.0,18073
3494,4782445,4782445,Germany,17995.0,18073
6295,9285574,9285574,United Arab Emirates,2921.0,30698
6292,9282919,9282919,United Arab Emirates,3067.0,30698
6293,9284512,9284512,United Arab Emirates,2902.0,30698
6294,9285043,9285043,United Arab Emirates,3014.0,30698
6296,9286636,9286636,United Arab Emirates,2813.0,30698
6301,9293539,9293539,United Arab Emirates,1991.0,30698
6298,9291946,9291946,United Arab Emirates,2163.0,30698
6299,9292477,9292477,United Arab Emirates,2232.0,30698
6300,9293008,9293008,United Arab Emirates,2114.0,30698
6291,9282388,9282388,United Arab Emirates,3116.0,30698
6297,9287167,9287167,United Arab Emirates,2629.0,30698
6290,9280795,9280795,United Arab Emirates,2616.0,30698
6277,9212827,9212827,United Arab Emirates,977.0,30698
6288,9278671,9278671,United Arab Emirates,2655.0,30698
6287,9278140,9278140,United Arab Emirates,2627.0,30698
6286,9277609,9277609,United Arab Emirates,2687.0,30698
6285,9277078,9277078,United Arab Emirates,2708.0,30698
6284,9276547,9276547,United Arab Emirates,2581.0,30698
6283,9276016,9276016,United Arab Emirates,2515.0,30698
6282,9274423,9274423,United Arab Emirates,2426.0,30698
6281,9273892,9273892,United Arab Emirates,2366.0,30698
6280,9272299,9272299,United Arab Emirates,1732.0,30698
6279,9226633,9226633,United Arab Emirates,256.0,30698
6278,9217075,9217075,United Arab Emirates,617.0,30698
6302,9294070,9294070,United Arab Emirates,2015.0,30698
6289,9279733,9279733,United Arab Emirates,2562.0,30698
6303,9295132,9295132,United Arab Emirates,1615.0,30698
6331,9435316,9435316,United Arab Emirates,324.0,30698
6305,9299380,9299380,United Arab Emirates,957.0,30698
6276,9211234,9211234,United Arab Emirates,978.0,30698
6330,9426289,9426289,United Arab Emirates,340.0,30698
6329,9413014,9413014,United Arab Emirates,422.0,30698
6328,9400801,9400801,United Arab Emirates,580.0,30698
6327,9393898,9393898,United Arab Emirates,800.0,30698
6326,9385933,9385933,United Arab Emirates,1216.0,30698
6325,9381685,9381685,United Arab Emirates,1388.0,30698
6324,9379030,9379030,United Arab Emirates,1421.0,30698
6323,9377968,9377968,United Arab Emirates,1500.0,30698
6322,9376375,9376375,United Arab Emirates,1584.0,30698
6321,9374782,9374782,United Arab Emirates,1666.0,30698
6320,9371596,9371596,United Arab Emirates,1796.0,30698
6304,9297256,9297256,United Arab Emirates,1395.0,30698
6319,9371065,9371065,United Arab Emirates,1788.0,30698
6317,9366286,9366286,United Arab Emirates,1592.0,30698
6316,9365755,9365755,United Arab Emirates,1556.0,30698
6315,9365224,9365224,United Arab Emirates,1532.0,30698
6314,9364693,9364693,United Arab Emirates,1489.0,30698
6313,9363100,9363100,United Arab Emirates,1435.0,30698
6312,9362038,9362038,United Arab Emirates,1356.0,30698
6311,9361507,9361507,United Arab Emirates,1319.0,30698
6310,9360976,9360976,United Arab Emirates,1249.0,30698
6309,9359383,9359383,United Arab Emirates,1031.0,30698
6308,9357259,9357259,United Arab Emirates,597.0,30698
6307,9313186,9313186,United Arab Emirates,296.0,30698
6306,9300973,9300973,United Arab Emirates,790.0,30698
6318,9368410,9368410,United Arab Emirates,1722.0,30698
6275,9206455,9206455,United Arab Emirates,983.0,30698
6208,9114061,9114061,United Arab Emirates,2742.0,30698
6273,9205393,9205393,United Arab Emirates,1060.0,30698
6176,9090166,9090166,United Arab Emirates,3471.0,30698
6175,9089635,9089635,United Arab Emirates,3453.0,30698
6174,9089104,9089104,United Arab Emirates,3432.0,30698
6173,9088573,9088573,United Arab Emirates,3407.0,30698
6172,9086980,9086980,United Arab Emirates,3243.0,30698
6171,9086449,9086449,United Arab Emirates,2404.0,30698
6170,9085387,9085387,United Arab Emirates,2998.0,30698
6169,9084856,9084856,United Arab Emirates,2950.0,30698
6168,9084325,9084325,United Arab Emirates,2988.0,30698
6167,9083263,9083263,United Arab Emirates,1967.0,30698
6166,9082732,9082732,United Arab Emirates,1501.0,30698
6165,9080608,9080608,United Arab Emirates,1730.0,30698
6164,9074236,9074236,United Arab Emirates,1254.0,30698
6163,9073705,9073705,United Arab Emirates,1284.0,30698
6162,9069988,9069988,United Arab Emirates,1196.0,30698
6177,9090697,9090697,United Arab Emirates,3491.0,30698
6161,9068395,9068395,United Arab Emirates,1260.0,30698
6178,9091228,9091228,United Arab Emirates,3506.0,30698
6180,9092290,9092290,United Arab Emirates,3552.0,30698
6195,9101317,9101317,United Arab Emirates,2798.0,30698
6194,9100786,9100786,United Arab Emirates,3093.0,30698
6193,9100255,9100255,United Arab Emirates,3276.0,30698
6192,9099724,9099724,United Arab Emirates,3251.0,30698
6191,9099193,9099193,United Arab Emirates,3249.0,30698
6190,9098662,9098662,United Arab Emirates,3977.0,30698
6189,9098131,9098131,United Arab Emirates,3310.0,30698
6188,9097600,9097600,United Arab Emirates,2730.0,30698
6187,9097069,9097069,United Arab Emirates,2948.0,30698
6186,9096538,9096538,United Arab Emirates,3647.0,30698
6185,9096007,9096007,United Arab Emirates,3962.0,30698
6184,9094414,9094414,United Arab Emirates,3601.0,30698
6183,9093883,9093883,United Arab Emirates,3591.0,30698
6182,9093352,9093352,United Arab Emirates,3579.0,30698
6181,9092821,9092821,United Arab Emirates,3566.0,30698
6179,9091759,9091759,United Arab Emirates,3529.0,30698
6196,9102910,9102910,United Arab Emirates,3525.0,30698
6160,9065740,9065740,United Arab Emirates,1317.0,30698
6158,9060430,9060430,United Arab Emirates,1065.0,30698
6138,9028039,9028039,United Arab Emirates,1083.0,30698
6137,9017950,9017950,United Arab Emirates,612.0,30698
6136,9017419,9017419,United Arab Emirates,614.0,30698
6135,9016888,9016888,United Arab Emirates,735.0,30698
6134,9004144,9004144,United Arab Emirates,225.0,30698
6133,8997241,8997241,United Arab Emirates,264.0,30698
6132,8991931,8991931,United Arab Emirates,293.0,30698
6131,8985028,8985028,United Arab Emirates,716.0,30698
6130,8970160,8970160,United Arab Emirates,626.0,30698
6129,8964319,8964319,United Arab Emirates,779.0,30698
6128,8960071,8960071,United Arab Emirates,813.0,30698
6127,8958478,8958478,United Arab Emirates,747.0,30698
6126,8955292,8955292,United Arab Emirates,624.0,30698
6125,8949982,8949982,United Arab Emirates,549.0,30698
6124,8943079,8943079,United Arab Emirates,460.0,30698
6139,9031756,9031756,United Arab Emirates,1100.0,30698
6159,9061492,9061492,United Arab Emirates,1297.0,30698
6140,9033349,9033349,United Arab Emirates,1231.0,30698
6142,9034942,9034942,United Arab Emirates,1061.0,30698
6157,9059899,9059899,United Arab Emirates,1205.0,30698
6156,9059368,9059368,United Arab Emirates,1262.0,30698
6155,9055651,9055651,United Arab Emirates,1174.0,30698
6154,9054058,9054058,United Arab Emirates,1214.0,30698
6153,9051403,9051403,United Arab Emirates,1292.0,30698
6152,9049279,9049279,United Arab Emirates,1234.0,30698
6151,9048748,9048748,United Arab Emirates,1278.0,30698
6150,9046624,9046624,United Arab Emirates,1400.0,30698
6149,9046093,9046093,United Arab Emirates,1390.0,30698
6148,9045562,9045562,United Arab Emirates,1111.0,30698
6147,9043969,9043969,United Arab Emirates,1563.0,30698
6146,9041845,9041845,United Arab Emirates,915.0,30698
6145,9039721,9039721,United Arab Emirates,1398.0,30698
6144,9039190,9039190,United Arab Emirates,1431.0,30698
6143,9037597,9037597,United Arab Emirates,1096.0,30698
6141,9033880,9033880,United Arab Emirates,1041.0,30698
6274,9205924,9205924,United Arab Emirates,990.0,30698
6197,9103441,9103441,United Arab Emirates,3307.0,30698
6199,9105565,9105565,United Arab Emirates,3236.0,30698
6253,9173533,9173533,United Arab Emirates,2161.0,30698
6252,9171940,9171940,United Arab Emirates,1964.0,30698
6251,9170347,9170347,United Arab Emirates,1942.0,30698
6250,9169285,9169285,United Arab Emirates,2011.0,30698
6249,9168754,9168754,United Arab Emirates,2127.0,30698
6248,9167692,9167692,United Arab Emirates,1969.0,30698
6247,9167161,9167161,United Arab Emirates,2123.0,30698
6246,9166099,9166099,United Arab Emirates,2190.0,30698
6245,9163444,9163444,United Arab Emirates,2188.0,30698
6244,9161851,9161851,United Arab Emirates,2154.0,30698
6243,9160789,9160789,United Arab Emirates,1763.0,30698
6242,9159196,9159196,United Arab Emirates,2236.0,30698
6241,9158665,9158665,United Arab Emirates,2167.0,30698
6240,9156010,9156010,United Arab Emirates,1596.0,30698
6239,9155479,9155479,United Arab Emirates,1490.0,30698
6254,9174595,9174595,United Arab Emirates,2282.0,30698
6238,9154948,9154948,United Arab Emirates,1401.0,30698
6255,9175126,9175126,United Arab Emirates,2122.0,30698
6257,9176188,9176188,United Arab Emirates,2184.0,30698
6272,9202207,9202207,United Arab Emirates,1115.0,30698
6271,9197428,9197428,United Arab Emirates,1410.0,30698
6270,9196897,9196897,United Arab Emirates,1545.0,30698
6269,9193711,9193711,United Arab Emirates,1519.0,30698
6268,9192118,9192118,United Arab Emirates,1550.0,30698
6267,9191587,9191587,United Arab Emirates,1527.0,30698
6266,9190525,9190525,United Arab Emirates,1549.0,30698
6265,9185215,9185215,United Arab Emirates,1530.0,30698
6264,9183622,9183622,United Arab Emirates,1522.0,30698
6263,9183091,9183091,United Arab Emirates,1542.0,30698
6262,9182560,9182560,United Arab Emirates,1518.0,30698
6261,9181498,9181498,United Arab Emirates,1529.0,30698
6260,9180436,9180436,United Arab Emirates,1513.0,30698
6259,9177781,9177781,United Arab Emirates,1663.0,30698
6258,9177250,9177250,United Arab Emirates,1675.0,30698
6256,9175657,9175657,United Arab Emirates,2040.0,30698
6198,9103972,9103972,United Arab Emirates,2631.0,30698
6237,9153886,9153886,United Arab Emirates,1270.0,30698
6235,9147514,9147514,United Arab Emirates,1724.0,30698
6215,9119371,9119371,United Arab Emirates,1992.0,30698
6214,9118840,9118840,United Arab Emirates,2159.0,30698
6213,9117778,9117778,United Arab Emirates,2087.0,30698
6212,9117247,9117247,United Arab Emirates,2204.0,30698
6211,9116716,9116716,United Arab Emirates,2373.0,30698
6210,9116185,9116185,United Arab Emirates,2483.0,30698
6209,9115123,9115123,United Arab Emirates,2959.0,30698
6207,9111937,9111937,United Arab Emirates,2930.0,30698
6206,9111406,9111406,United Arab Emirates,3434.0,30698
6205,9109813,9109813,United Arab Emirates,3102.0,30698
6204,9109282,9109282,United Arab Emirates,3005.0,30698
6203,9108220,9108220,United Arab Emirates,2250.0,30698
6202,9107689,9107689,United Arab Emirates,3158.0,30698
6201,9107158,9107158,United Arab Emirates,3140.0,30698
6200,9106627,9106627,United Arab Emirates,3294.0,30698
6216,9125212,9125212,United Arab Emirates,2043.0,30698
6236,9153355,9153355,United Arab Emirates,1229.0,30698
6217,9126274,9126274,United Arab Emirates,2304.0,30698
6219,9128398,9128398,United Arab Emirates,2084.0,30698
6234,9146452,9146452,United Arab Emirates,1699.0,30698
6233,9145390,9145390,United Arab Emirates,1847.0,30698
6232,9144328,9144328,United Arab Emirates,1974.0,30698
6231,9143797,9143797,United Arab Emirates,1961.0,30698
6230,9143266,9143266,United Arab Emirates,1710.0,30698
6229,9141673,9141673,United Arab Emirates,1813.0,30698
6228,9140611,9140611,United Arab Emirates,1973.0,30698
6227,9140080,9140080,United Arab Emirates,2081.0,30698
6226,9138487,9138487,United Arab Emirates,1803.0,30698
6225,9137425,9137425,United Arab Emirates,1958.0,30698
6224,9133177,9133177,United Arab Emirates,1875.0,30698
6223,9131584,9131584,United Arab Emirates,1988.0,30698
6222,9130522,9130522,United Arab Emirates,2113.0,30698
6221,9129460,9129460,United Arab Emirates,2180.0,30698
6220,9128929,9128929,United Arab Emirates,2315.0,30698
6218,9127867,9127867,United Arab Emirates,2289.0,30698
4416,6033391,6033391,Morocco,743.0,45000
4415,6030347,6030347,Morocco,842.0,45000
4131,5505257,5505257,Morocco,1191.0,45000
4202,5573747,5573747,Morocco,4115.0,45000
4203,5574508,5574508,Morocco,2532.0,45000
4204,5575269,5575269,Morocco,3509.0,45000
4205,5576030,5576030,Morocco,4346.0,45000
4206,5576791,5576791,Morocco,4434.0,45000
4207,5577552,5577552,Morocco,3996.0,45000
4208,5578313,5578313,Morocco,4118.0,45000
4209,5579074,5579074,Morocco,2919.0,45000
4210,5579835,5579835,Morocco,1531.0,45000
4211,5580596,5580596,Morocco,2900.0,45000
4212,5581357,5581357,Morocco,4096.0,45000
4213,5582118,5582118,Morocco,3345.0,45000
4214,5583640,5583640,Morocco,3033.0,45000
4215,5584401,5584401,Morocco,2012.0,45000
4216,5585162,5585162,Morocco,1217.0,45000
4201,5572986,5572986,Morocco,4412.0,45000
4200,5572225,5572225,Morocco,4592.0,45000
4199,5570703,5570703,Morocco,4979.0,45000
4198,5569942,5569942,Morocco,3999.0,45000
4181,5555483,5555483,Morocco,5641.0,45000
4182,5556244,5556244,Morocco,5398.0,45000
4183,5557005,5557005,Morocco,5836.0,45000
4184,5557766,5557766,Morocco,4596.0,45000
4185,5558527,5558527,Morocco,3170.0,45000
4186,5559288,5559288,Morocco,5214.0,45000
4187,5560049,5560049,Morocco,5461.0,45000
4217,5585923,5585923,Morocco,2793.0,45000
4188,5560810,5560810,Morocco,6195.0,45000
4190,5563093,5563093,Morocco,4966.0,45000
4191,5563854,5563854,Morocco,3012.0,45000
4192,5564615,5564615,Morocco,5415.0,45000
4193,5565376,5565376,Morocco,5391.0,45000
4194,5566898,5566898,Morocco,4706.0,45000
4196,5568420,5568420,Morocco,3979.0,45000
4197,5569181,5569181,Morocco,2587.0,45000
4189,5561571,5561571,Morocco,5515.0,45000
4218,5586684,5586684,Morocco,3351.0,45000
4219,5588206,5588206,Morocco,2647.0,45000
4220,5588967,5588967,Morocco,2833.0,45000
4241,5616363,5616363,Morocco,520.0,45000
4242,5619407,5619407,Morocco,756.0,45000
4243,5623212,5623212,Morocco,835.0,45000
4244,5624734,5624734,Morocco,620.0,45000
4245,5628539,5628539,Morocco,536.0,45000
4246,5630822,5630822,Morocco,496.0,45000
4247,5636910,5636910,Morocco,444.0,45000
4240,5615602,5615602,Morocco,925.0,45000
4248,5639193,5639193,Morocco,446.0,45000
4250,5645281,5645281,Morocco,594.0,45000
4251,5646042,5646042,Morocco,394.0,45000
4252,5656696,5656696,Morocco,487.0,45000
4253,5661262,5661262,Morocco,439.0,45000
4254,5662784,5662784,Morocco,514.0,45000
4255,5664306,5664306,Morocco,301.0,45000
4256,5665828,5665828,Morocco,665.0,45000
4249,5641476,5641476,Morocco,480.0,45000
4180,5554722,5554722,Morocco,5745.0,45000
4239,5614080,5614080,Morocco,1164.0,45000
4237,5611797,5611797,Morocco,473.0,45000
4221,5589728,5589728,Morocco,1899.0,45000
4222,5592011,5592011,Morocco,2566.0,45000
4223,5592772,5592772,Morocco,2650.0,45000
4224,5593533,5593533,Morocco,2329.0,45000
4225,5594294,5594294,Morocco,2369.0,45000
4226,5597338,5597338,Morocco,2143.0,45000
4227,5599621,5599621,Morocco,1171.0,45000
4238,5612558,5612558,Morocco,1246.0,45000
4228,5601904,5601904,Morocco,1637.0,45000
4230,5603426,5603426,Morocco,1597.0,45000
4231,5604948,5604948,Morocco,1416.0,45000
4232,5607992,5607992,Morocco,1266.0,45000
4233,5608753,5608753,Morocco,1279.0,45000
4234,5609514,5609514,Morocco,1291.0,45000
4235,5610275,5610275,Morocco,1240.0,45000
4236,5611036,5611036,Morocco,806.0,45000
4229,5602665,5602665,Morocco,1642.0,45000
4257,5668872,5668872,Morocco,575.0,45000
4179,5553961,5553961,Morocco,4495.0,45000
4177,5552439,5552439,Morocco,3460.0,45000
4121,5493842,5493842,Morocco,1472.0,45000
4122,5495364,5495364,Morocco,1245.0,45000
4123,5496125,5496125,Morocco,1510.0,45000
4124,5496886,5496886,Morocco,1325.0,45000
4125,5497647,5497647,Morocco,1609.0,45000
4126,5498408,5498408,Morocco,1565.0,45000
4127,5499169,5499169,Morocco,1537.0,45000
4128,5500691,5500691,Morocco,1276.0,45000
4129,5502974,5502974,Morocco,1404.0,45000
4130,5504496,5504496,Morocco,1343.0,45000
4132,5506779,5506779,Morocco,1672.0,45000
4133,5507540,5507540,Morocco,1402.0,45000
4134,5509823,5509823,Morocco,2234.0,45000
4135,5510584,5510584,Morocco,1386.0,45000
4136,5511345,5511345,Morocco,1941.0,45000
4120,5493081,5493081,Morocco,1776.0,45000
4119,5492320,5492320,Morocco,1306.0,45000
